;0;1;2;3;4;5;6;7;8;9
0;0,9911770512216974;0,0019361892757892819;0,0047227832531017;0,00012148638593187651;0,00010630058769039195;0,0001594508815355879;3,796449560371141e-05;0,00022778697362226845;0,001351536043492126;0,0001594508815355879
1;0,8159879336349924;0,18288084464555052;0,0;0,0;0,0;0,0;0,0;0,0011312217194570137;0,0;0,0
2;0,6379784167839667;0,0;0,3618204973523695;0,0;0,00013405724244252296;0,0;6,702862122126148e-05;0,0;0,0;0,0
3;0,7802263251935676;0,0;0,0;0,19416319237641452;0,0;0,0;0,0;0,0;0,02561048243001787;0,0
4;0,9759281925744594;0,0;0,0;0,0;0,024071807425540596;0,0;0,0;0,0;0,0;0,0
5;0,4739776951672863;0,0;0,0;0,0;0,0;0,5260223048327137;0,0;0,0;0,0;0,0
6;0,9115088242605021;0,0;0,005468555804126274;0,0;0,0;0,0;0,08302261993537162;0,0;0,0;0,0
7;0,46898496240601506;0,0009398496240601503;0,0;0,0;0,0;0,0;0,0;0,5300751879699248;0,0;0,0
8;0,7303904923599321;0,0;0,0;0,00033955857385398983;0,0;0,0;0,0;0,0;0,26926994906621393;0,0
9;0,9273447820343461;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0726552179656539
