;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0;0,9106190586598655;0,0;0,015418502202643172;0,005332715047530721;0,0018548574078367725;0,0020867145838163693;0,005448643635520519;0,0004637143519591931;0,0048690006955715275;0,0;0,015650359378622768;0,01831671690238813;0,002898214699744957;0,001275214467887781;0,012404358914908417;0,00011592858798979828;0,003246000463714352
1;0,3055555555555556;0,6944444444444444;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;0,1138353765323993;0,0;0,7556917688266199;0,021891418563922942;0,0043782837127845885;0,0;0,0;0,0;0,0;0,0;0,023642732049036778;0,07880910683012259;0,0017513134851138354;0,0;0,0;0,0;0,0
3;0,12650602409638553;0,0;0,05421686746987952;0,7605421686746988;0,0;0,0;0,0;0,0;0,0;0,0;0,02108433734939759;0,03614457831325301;0,0015060240963855422;0,0;0,0;0,0;0,0
4;0,2857142857142857;0,0;0,1746031746031746;0,1111111111111111;0,3492063492063492;0,0;0,031746031746031744;0,0;0,0;0,0;0,0;0,005291005291005291;0,042328042328042326;0,0;0,0;0,0;0,0
5;0,17616580310880828;0,0;0,0;0,0;0,0025906735751295338;0,810880829015544;0,0025906735751295338;0,0;0,0;0,0;0,0;0,007772020725388601;0,0;0,0;0,0;0,0;0,0
6;0,2071917808219178;0,0;0,0;0,0;0,0;0,0;0,7928082191780822;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
7;0,18181818181818182;0,0;0,0;0,0;0,0;0,0;0,0;0,7727272727272727;0,045454545454545456;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
8;0,03664921465968586;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9633507853403142;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;0,875;0,0;0,0;0,0;0,0;0,0;0,125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;0,10810810810810811;0,0;0,003861003861003861;0,0;0,001287001287001287;0,0;0,0;0,0;0,0;0,0;0,8442728442728443;0,036036036036036036;0,005148005148005148;0,0;0,001287001287001287;0,0;0,0
11;0,09877800407331976;0,0;0,015784114052953158;0,0005091649694501018;0,0;0,0;0,0;0,0;0,0;0,0;0,031059063136456212;0,8538696537678208;0,0;0,0;0,0;0,0;0,0
12;0,2468354430379747;0,0;0,027426160337552744;0,035864978902953586;0,006329113924050633;0,0;0,0;0,0;0,0;0,0;0,035864978902953586;0,02109704641350211;0,6265822784810127;0,0;0,0;0,0;0,0
13;0,17682926829268292;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,823170731707317;0,0;0,0;0,0
14;0,5237154150197628;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4762845849802372;0,0;0,0
15;0,9253246753246753;0,0;0,0;0,0;0,0;0,0;0,00974025974025974;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02922077922077922;0,03571428571428571;0,0
16;0,25675675675675674;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7432432432432432
