;0;1;2;3;4;5;6;7;8;9
0;0,9740019134105784;0,004502589178600173;0,012535876448345508;0,0009794839865757544;0,001427465034699549;0,0005087242410897329;0,0007972544076779395;0,0008124402059194242;0,0037660779638881716;0,0006681751226253208
1;0,6838235294117647;0,30693815987933637;0,0;0,0001885369532428356;0,0;0,0;0,0;0,008672699849170438;0,0003770739064856712;0,0
2;0,599839131309069;0,0;0,395535893826664;0,0;0,0012065151819827067;0,0;0,0034184596822843354;0,0;0,0;0,0
3;0,6628945801072067;0,0;0,0;0,285288862418106;0,0;0,0;0,0;0,0;0,051816557474687316;0,0
4;0,9065687474500204;0,0;0,0016319869441044472;0,0;0,09179926560587515;0,0;0,0;0,0;0,0;0,0
5;0,3429368029739777;0,0;0,0;0,0;0,0;0,6570631970260223;0,0;0,0;0,0;0,0
6;0,8192890877454636;0,0;0,03803131991051454;0,0;0,0;0,0;0,14267959234402186;0,0;0,0;0,0
7;0,41729323308270677;0,007518796992481203;0,0;0,0;0,0;0,0;0,0;0,575187969924812;0,0;0,0
8;0,5769100169779287;0,0;0,0;0,009168081494057725;0,0;0,0;0,0;0,0;0,41392190152801356;0,0
9;0,8190224570673712;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1809775429326288
